Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,Total_Agricultural_Land,Barren_Land
Sesamum,1999,Kharif     ,Mizoram,3821,4217,2535.9,405522.73,1031.67,1.03,4495.294118,674.2941176
Soyabean,1999,Kharif     ,Mizoram,1121,1449,2535.9,118971.73,302.67,1.3375,1318.823529,197.8235294
Sugarcane,1999,Whole Year ,Mizoram,743,1510,2535.9,78854.59,200.61,3.003333333,874.1176471,131.1176471
Wheat,1999,Rabi       ,Mizoram,43,38,2535.9,4563.59,11.61,0.88,50.58823529,7.588235294
Cotton(lint),1999,Kharif     ,Tripura,864,1023,2147.4,91696.32,233.28,1.18,1016.470588,152.4705882
Maize,1999,Kharif     ,Tripura,1250,1000,2147.4,132662.5,337.5,0.8025,1470.588235,220.5882353
Moong(Green Gram),1999,Whole Year ,Tripura,6135,4170,2147.4,651107.55,1656.45,0.6725,7217.647059,1082.647059
Potato,1999,Whole Year ,Tripura,5550,100000,2147.4,589021.5,1498.5,17.855,6529.411765,979.4117647
Rice,1999,Kharif     ,Tripura,232160,505680,2147.4,24639140.8,62683.2,2.075,273129.4118,40969.41176
Sugarcane,1999,Whole Year ,Tripura,1015,51300,2147.4,107721.95,274.05,50.7125,1194.117647,179.1176471
Wheat,1999,Rabi       ,Tripura,1250,2400,2147.4,132662.5,337.5,2.005,1470.588235,220.5882353
Cotton(lint),2000,Kharif     ,Tripura,910,1340,2437.5,89334.7,236.6,1.44,1070.588235,160.5882353
Maize,2000,Kharif     ,Tripura,1580,1580,2437.5,155108.6,410.8,1,1858.823529,278.8235294
Moong(Green Gram),2000,Whole Year ,Tripura,6260,4507,2437.5,614544.2,1627.6,0.7025,7364.705882,1104.705882
Potato,2000,Whole Year ,Tripura,5590,105870,2437.5,548770.3,1453.4,17.575,6576.470588,986.4705882
Rice,2000,Kharif     ,Tripura,243070,547520,2437.5,23862181.9,63198.2,2.185,285964.7059,42894.70588
Sugarcane,2000,Whole Year ,Tripura,1040,54100,2437.5,102096.8,270.4,52.375,1223.529412,183.5294118
Wheat,2000,Rabi       ,Tripura,1065,2230,2437.5,104551.05,276.9,2.095,1252.941176,187.9411765
Cotton(lint),2001,Kharif     ,Tripura,1288,1900,2284.4,131543.44,334.88,1.465,1515.294118,227.2941176
Maize,2001,Kharif     ,Tripura,2080,2080,2284.4,212430.4,540.8,0.99,2447.058824,367.0588235
Moong(Green Gram),2001,Whole Year ,Tripura,5260,3857,2284.4,537203.8,1367.6,0.7325,6188.235294,928.2352941
Potato,2001,Whole Year ,Tripura,5370,106280,2284.4,548438.1,1396.2,19,6317.647059,947.6470588
Rice,2001,Kharif     ,Tripura,246750,587390,2284.4,25200577.5,64155,2.28,290294.1176,43544.11765
Sugarcane,2001,Whole Year ,Tripura,1020,52700,2284.4,104172.6,265.2,51.9975,1200,180
Wheat,2001,Rabi       ,Tripura,1220,2455,2284.4,124598.6,317.2,2.015,1435.294118,215.2941176
Cotton(lint),2002,Kharif     ,Tripura,1370,1584,2579.8,129697.9,342.5,1.06,1611.764706,241.7647059
Maize,2002,Kharif     ,Tripura,2305,2205,2579.8,218214.35,576.25,0.9525,2711.764706,406.7647059
Moong(Green Gram),2002,Whole Year ,Tripura,5003,3520,2579.8,473634.01,1250.75,0.695,5885.882353,882.8823529
Other Kharif pulses,2002,Kharif     ,Tripura,8340,5125,2579.8,789547.8,2085,0.615,9811.764706,1471.764706
Potato,2002,Whole Year ,Tripura,5735,112070,2579.8,542932.45,1433.75,18.61,6747.058824,1012.058824
Rice,2002,Kharif     ,Tripura,255270,602410,2579.8,24166410.9,63817.5,2.255,300317.6471,45047.64706
Sugarcane,2002,Whole Year ,Tripura,1150,56203,2579.8,108870.5,287.5,49.5125,1352.941176,202.9411765
Wheat,2002,Rabi       ,Tripura,919,1827,2579.8,87001.73,229.75,2.0025,1081.176471,162.1764706
other oilseeds,2002,Whole Year ,Tripura,5003,3520,2579.8,473634.01,1250.75,0.695,5885.882353,882.8823529
Cotton(lint),2003,Kharif     ,Tripura,1217,305,2487.9,120458.66,292.08,0.2475,1431.764706,214.7647059
Maize,2003,Kharif     ,Tripura,2240,2150,2487.9,221715.2,537.6,0.9575,2635.294118,395.2941176
Moong(Green Gram),2003,Whole Year ,Tripura,4032,2746,2487.9,399087.36,967.68,0.6775,4743.529412,711.5294118
Potato,2003,Whole Year ,Tripura,5665,89565,2487.9,560721.7,1359.6,15.6275,6664.705882,999.7058824
Rice,2003,Kharif     ,Tripura,257440,616820,2487.9,25481411.2,61785.6,2.31,302870.5882,45430.58824
Sugarcane,2003,Whole Year ,Tripura,1120,47510,2487.9,110857.6,268.8,41.27,1317.647059,197.6470588
Wheat,2003,Rabi       ,Tripura,895,1810,2487.9,88587.1,214.8,2.0275,1052.941176,157.9411765
Cotton(lint),2004,Kharif     ,Mizoram,289,975,2640.8,31310.26,60.69,3.43,340,51
Groundnut,2004,Kharif     ,Mizoram,25,26,2640.8,2708.5,5.25,0.926,29.41176471,4.411764706
Maize,2004,Kharif     ,Mizoram,9785,18257,2640.8,1060106.9,2054.85,2.14125,11511.76471,1726.764706
Maize,2004,Rabi       ,Mizoram,719,1530,2640.8,77896.46,150.99,2.61,845.8823529,126.8823529
Masoor,2004,Kharif     ,Mizoram,0.5,0,2640.8,54.17,0.105,0.4,0.588235294,0.088235294
Masoor,2004,Rabi       ,Mizoram,16,12,2640.8,1733.44,3.36,1.033333333,18.82352941,2.823529412
Moong(Green Gram),2004,Kharif     ,Mizoram,15,17,2640.8,1625.1,3.15,1.13,17.64705882,2.647058824
Moong(Green Gram),2004,Rabi       ,Mizoram,60,70,2640.8,6500.4,12.6,1.18,70.58823529,10.58823529
Rapeseed &Mustard,2004,Kharif     ,Mizoram,135,112,2640.8,14625.9,28.35,0.725,158.8235294,23.82352941
Rapeseed &Mustard,2004,Rabi       ,Mizoram,1606,927,2640.8,173994.04,337.26,0.7,1889.411765,283.4117647
Rice,2004,Kharif     ,Mizoram,57085,107660,2640.8,6184588.9,11987.85,1.9225,67158.82353,10073.82353
Sesamum,2004,Kharif     ,Mizoram,2567,1481,2640.8,278108.78,539.07,0.5725,3020,453
Soyabean,2004,Kharif     ,Mizoram,1434,2745,2640.8,155359.56,301.14,1.36125,1687.058824,253.0588235
Sunflower,2004,Kharif     ,Mizoram,43,24,2640.8,4658.62,9.03,0.52,50.58823529,7.588235294
Tapioca,2004,Kharif     ,Mizoram,77,494,2640.8,8342.18,16.17,7.08,90.58823529,13.58823529
Tobacco,2004,Whole Year ,Mizoram,468,317,2640.8,50703.12,98.28,0.688571429,550.5882353,82.58823529
Urad,2004,Kharif     ,Mizoram,16,18,2640.8,1733.44,3.36,1.13,18.82352941,2.823529412
Urad,2004,Rabi       ,Mizoram,31,56,2640.8,3358.54,6.51,1.316666667,36.47058824,5.470588235
Wheat,2004,Rabi       ,Mizoram,3,4,2640.8,325.02,0.63,1.33,3.529411765,0.529411765
Cotton(lint),2006,Kharif     ,Mizoram,241,151,2353,30778.11,53.02,0.79,283.5294118,42.52941176
Maize,2006,Kharif     ,Mizoram,10436,20219,2353,1332781.56,2295.92,1.885,12277.64706,1841.647059
Maize,2006,Rabi       ,Mizoram,339,750,2353,43293.69,74.58,2.106666667,398.8235294,59.82352941
Other  Rabi pulses,2006,Rabi       ,Mizoram,2112,2790,2353,269723.52,464.64,1.14375,2484.705882,372.7058824
Other Kharif pulses,2006,Kharif     ,Mizoram,2944,3045,2353,375978.24,647.68,1.02375,3463.529412,519.5294118
Potato,2006,Kharif     ,Mizoram,639,1652,2353,81606.69,140.58,3.26,751.7647059,112.7647059
Rice,2006,Kharif     ,Mizoram,50619,25789,2353,6464552.49,11136.18,0.4525,59551.76471,8932.764706
Rice,2006,Rabi       ,Mizoram,2232,3675,2353,285048.72,491.04,1.58,2625.882353,393.8823529
Sugarcane,2006,Whole Year ,Mizoram,1340,12188,2353,171131.4,294.8,7.32625,1576.470588,236.4705882
Tobacco,2006,Whole Year ,Mizoram,503,342,2353,64238.13,110.66,0.676666667,591.7647059,88.76470588
other oilseeds,2006,Kharif     ,Mizoram,3610,3435,2353,461033.1,794.2,0.97125,4247.058824,637.0588235
other oilseeds,2006,Rabi       ,Mizoram,466,322,2353,59512.86,102.52,0.648333333,548.2352941,82.23529412
Cotton(lint),2007,Kharif     ,Mizoram,87,11,3095.2,11605.8,13.92,0.135,102.3529412,15.35294118
Maize,2007,Kharif     ,Mizoram,7153,506,3095.2,954210.2,1144.48,0.12375,8415.294118,1262.294118
Maize,2007,Rabi       ,Mizoram,175,223,3095.2,23345,28,1.22,205.8823529,30.88235294
Other  Rabi pulses,2007,Rabi       ,Mizoram,1027,1421,3095.2,137001.8,164.32,1.318333333,1208.235294,181.2352941
Other Kharif pulses,2007,Kharif     ,Mizoram,4021,1211,3095.2,536401.4,643.36,0.37375,4730.588235,709.5882353
Potato,2007,Kharif     ,Mizoram,330,1158,3095.2,44022,52.8,2.625,388.2352941,58.23529412
Rice,2007,Kharif     ,Mizoram,54393,15501,3095.2,7256026.2,8702.88,0.2625,63991.76471,9598.764706
Rice,2007,Rabi       ,Mizoram,148,187,3095.2,19743.2,23.68,1.264,174.1176471,26.11764706
Sugarcane,2007,Whole Year ,Mizoram,883,828,3095.2,117792.2,141.28,4.584285714,1038.823529,155.8235294
Tapioca,2007,Kharif     ,Mizoram,63,82,3095.2,8404.2,10.08,1.3,74.11764706,11.11764706
Tobacco,2007,Whole Year ,Mizoram,90,37,3095.2,12006,14.4,0.6,105.8823529,15.88235294
other oilseeds,2007,Kharif     ,Mizoram,3398,702,3095.2,453293.2,543.68,0.2225,3997.647059,599.6470588
other oilseeds,2007,Rabi       ,Mizoram,87,46,3095.2,11605.8,13.92,0.56,102.3529412,15.35294118
Cotton(lint),2008,Kharif     ,Mizoram,207,102,1912.1,29609.28,18.63,0.468333333,243.5294118,36.52941176
Maize,2008,Kharif     ,Mizoram,9173,8906,1912.1,1312105.92,825.57,0.9125,10791.76471,1618.764706
Maize,2008,Rabi       ,Mizoram,385,412,1912.1,55070.4,34.65,1.884,452.9411765,67.94117647
Other  Rabi pulses,2008,Rabi       ,Mizoram,1370,1848,1912.1,195964.8,123.3,1.504285714,1611.764706,241.7647059
Other Kharif pulses,2008,Kharif     ,Mizoram,2561,1798,1912.1,366325.44,230.49,0.8175,3012.941176,451.9411765
Potato,2008,Kharif     ,Mizoram,269,1569,1912.1,38477.76,24.21,5.286666667,316.4705882,47.47058824
Rice,2008,Kharif     ,Mizoram,51859,68637,1912.1,7417911.36,4667.31,1.20625,61010.58824,9151.588235
Rice,2008,Rabi       ,Mizoram,131,280,1912.1,18738.24,11.79,2.555,154.1176471,23.11764706
Sugarcane,2008,Whole Year ,Mizoram,1342,13696,1912.1,191959.68,120.78,11.12875,1578.823529,236.8235294
Tapioca,2008,Kharif     ,Mizoram,65,286,1912.1,9297.6,5.85,2.646666667,76.47058824,11.47058824
Tobacco,2008,Whole Year ,Mizoram,484,276,1912.1,69231.36,43.56,0.49,569.4117647,85.41176471
other oilseeds,2008,Kharif     ,Mizoram,2747,2184,1912.1,392930.88,247.23,0.8175,3231.764706,484.7647059
other oilseeds,2008,Rabi       ,Mizoram,528,330,1912.1,75525.12,47.52,0.53,621.1764706,93.17647059
Cotton(lint),2009,Kharif     ,Mizoram,201,129,2086.3,31319.82,34.17,0.653333333,236.4705882,35.47058824
Maize,2009,Kharif     ,Mizoram,8310,11136,2086.3,1294864.2,1412.7,1.3625,9776.470588,1466.470588
Maize,2009,Rabi       ,Mizoram,241,374,2086.3,37552.62,40.97,1.61,283.5294118,42.52941176
Other  Rabi pulses,2009,Rabi       ,Mizoram,1501,3231,2086.3,233885.82,255.17,2.0375,1765.882353,264.8823529
Other Kharif pulses,2009,Kharif     ,Mizoram,2419,3248,2086.3,376928.58,411.23,1.0275,2845.882353,426.8823529
Potato,2009,Kharif     ,Mizoram,284,2235,2086.3,44252.88,48.28,7.766666667,334.1176471,50.11764706
Rice,2009,Kharif     ,Mizoram,47085,65893,2086.3,7336784.7,8004.45,1.3175,55394.11765,8309.117647
Rice,2009,Rabi       ,Mizoram,119,238,2086.3,18542.58,20.23,2,140,21
Sugarcane,2009,Whole Year ,Mizoram,1434,12368,2086.3,223445.88,243.78,8.42375,1687.058824,253.0588235
Tapioca,2009,Kharif     ,Mizoram,194,1397,2086.3,30229.08,32.98,10.416,228.2352941,34.23529412
Tobacco,2009,Whole Year ,Mizoram,371,249,2086.3,57809.22,63.07,0.582,436.4705882,65.47058824
other oilseeds,2009,Kharif     ,Mizoram,2326,2727,2086.3,362437.32,395.42,1.05625,2736.470588,410.4705882
other oilseeds,2009,Rabi       ,Mizoram,415,261,2086.3,64665.3,70.55,0.584,488.2352941,73.23529412
Dry chillies,1998,Whole Year ,Arunachal Pradesh,1236,1582,3616.7,122116.8,358.44,1.7575,1454.117647,218.1176471
Ginger,1998,Whole Year ,Arunachal Pradesh,4385,31091,3616.7,433238,1271.65,4.981818182,5158.823529,773.8235294
Groundnut,1998,Rabi       ,Arunachal Pradesh,500,400,3616.7,49400,145,0.751538462,588.2352941,88.23529412
Maize,1998,Kharif     ,Arunachal Pradesh,36244,47022,3616.7,3580907.2,10510.76,1.458461538,42640,6396
Oilseeds total,1998,Whole Year ,Arunachal Pradesh,26481,25300,3616.7,2616322.8,7679.49,0.955384615,31154.11765,4673.117647
Potato,1998,Whole Year ,Arunachal Pradesh,4846,31567,3616.7,478784.8,1405.34,6.744615385,5701.176471,855.1764706
Rapeseed &Mustard,1998,Rabi       ,Arunachal Pradesh,20631,19630,3616.7,2038342.8,5982.99,0.979230769,24271.76471,3640.764706
Rice,1998,Kharif     ,Arunachal Pradesh,115481,114116,3616.7,11409522.8,33489.49,0.965384615,135860,20379
Sesamum,1998,Kharif     ,Arunachal Pradesh,1360,750,3616.7,134368,394.4,0.612,1600,240
Small millets,1998,Kharif     ,Arunachal Pradesh,17976,15601,3616.7,1776028.8,5213.04,0.888333333,21148.23529,3172.235294
Soyabean,1998,Kharif     ,Arunachal Pradesh,2720,3390,3616.7,268736,788.8,1.425384615,3200,480
Sugarcane,1998,Whole Year ,Arunachal Pradesh,743,15032,3616.7,73408.4,215.47,17.69111111,874.1176471,131.1176471
Sunflower,1998,Kharif     ,Arunachal Pradesh,435,205,3616.7,42978,126.15,0.474615385,511.7647059,76.76470588
Turmeric,1998,Whole Year ,Arunachal Pradesh,366,1199,3616.7,36160.8,106.14,3.574285714,430.5882353,64.58823529
Wheat,1998,Rabi       ,Arunachal Pradesh,3660,4395,3616.7,361608,1061.4,1.166666667,4305.882353,645.8823529
Dry chillies,1999,Whole Year ,Arunachal Pradesh,1499,1696,2338.6,159088.87,404.73,1.2625,1763.529412,264.5294118
Ginger,1999,Whole Year ,Arunachal Pradesh,4399,34890,2338.6,466865.87,1187.73,5.327272727,5175.294118,776.2941176
Maize,1999,Kharif     ,Arunachal Pradesh,35637,48328,2338.6,3782154.81,9621.99,1.516923077,41925.88235,6288.882353
Oilseeds total,1999,Whole Year ,Arunachal Pradesh,27748,27228,2338.6,2944895.24,7491.96,0.943076923,32644.70588,4896.705882
Potato,1999,Whole Year ,Arunachal Pradesh,4960,32434,2338.6,526404.8,1339.2,6.365833333,5835.294118,875.2941176
Rice,1999,Kharif     ,Arunachal Pradesh,122740,134807,2338.6,13026396.2,33139.8,1.097692308,144400,21660
Small millets,1999,Kharif     ,Arunachal Pradesh,19800,17123,2338.6,2101374,5346,0.876153846,23294.11765,3494.117647
Sugarcane,1999,Whole Year ,Arunachal Pradesh,809,16219,2338.6,85859.17,218.43,16.47375,951.7647059,142.7647059
Turmeric,1999,Whole Year ,Arunachal Pradesh,404,1473,2338.6,42876.52,109.08,4.262857143,475.2941176,71.29411765
Wheat,1999,Rabi       ,Arunachal Pradesh,3896,5069,2338.6,413482.48,1051.92,1.374166667,4583.529412,687.5294118
Dry chillies,2000,Whole Year ,Arunachal Pradesh,1317,2097,2157.7,129289.89,342.42,1.815833333,1549.411765,232.4117647
Ginger,2000,Whole Year ,Arunachal Pradesh,4774,35295,2157.7,468663.58,1241.24,5.773,5616.470588,842.4705882
Maize,2000,Kharif     ,Arunachal Pradesh,38429,52297,2157.7,3772574.93,9991.54,1.478461538,45210.58824,6781.588235
Oilseeds total,2000,Whole Year ,Arunachal Pradesh,26301,27252,2157.7,2581969.17,6838.26,1.003846154,30942.35294,4641.352941
Potato,2000,Whole Year ,Arunachal Pradesh,5621,36743,2157.7,551813.57,1461.46,6.783076923,6612.941176,991.9411765
Rice,2000,Kharif     ,Arunachal Pradesh,118601,132690,2157.7,11643060.17,30836.26,1.066153846,139530.5882,20929.58824
Small millets,2000,Kharif     ,Arunachal Pradesh,20149,17332,2157.7,1978027.33,5238.74,0.905384615,23704.70588,3555.705882
Sugarcane,2000,Whole Year ,Arunachal Pradesh,811,14358,2157.7,79615.87,210.86,16.885,954.1176471,143.1176471
Turmeric,2000,Whole Year ,Arunachal Pradesh,454,1872,2157.7,44569.18,118.04,4.847142857,534.1176471,80.11764706
Wheat,2000,Rabi       ,Arunachal Pradesh,4397,6226,2157.7,431653.49,1143.22,1.374166667,5172.941176,775.9411765
Dry chillies,2001,Whole Year ,Arunachal Pradesh,1629,2128,2128.5,166369.77,423.54,1.48,1916.470588,287.4705882
Ginger,2001,Whole Year ,Arunachal Pradesh,4613,38021,2128.5,471125.69,1199.38,6.304545455,5427.058824,814.0588235
Maize,2001,Kharif     ,Arunachal Pradesh,38577,52511,2128.5,3939869.01,10030.02,1.455384615,45384.70588,6807.705882
Oilseeds total,2001,Whole Year ,Arunachal Pradesh,27560,29307,2128.5,2814702.8,7165.6,1.021538462,32423.52941,4863.529412
Potato,2001,Whole Year ,Arunachal Pradesh,4646,32635,2128.5,474495.98,1207.96,6.809230769,5465.882353,819.8823529
Rice,2001,Kharif     ,Arunachal Pradesh,119455,134621,2128.5,12199939.15,31058.3,1.135384615,140535.2941,21080.29412
Small millets,2001,Kharif     ,Arunachal Pradesh,19740,17851,2128.5,2016046.2,5132.4,0.939230769,23223.52941,3483.529412
Sugarcane,2001,Whole Year ,Arunachal Pradesh,1036,18920,2128.5,105806.68,269.36,17.73888889,1218.823529,182.8235294
Turmeric,2001,Whole Year ,Arunachal Pradesh,573,2094,2128.5,58520.49,148.98,4.02625,674.1176471,101.1176471
Wheat,2001,Rabi       ,Arunachal Pradesh,3805,5341,2128.5,388604.65,989.3,1.4325,4476.470588,671.4705882
Dry chillies,2002,Whole Year ,Arunachal Pradesh,1608,2345,2832.8,152229.36,402,1.555333333,1891.764706,283.7647059
Ginger,2002,Whole Year ,Arunachal Pradesh,4448,32332,2832.8,421092.16,1112,6.605714286,5232.941176,784.9411765
Maize,2002,Kharif     ,Arunachal Pradesh,40548,55941,2832.8,3838679.16,10137,1.402,47703.52941,7155.529412
Oilseeds total,2002,Whole Year ,Arunachal Pradesh,28494,29821,2832.8,2697526.98,7123.5,1.007333333,33522.35294,5028.352941
Potato,2002,Whole Year ,Arunachal Pradesh,4335,30183,2832.8,410394.45,1083.75,6.894,5100,765
Rice,2002,Kharif     ,Arunachal Pradesh,124584,152500,2832.8,11794367.28,31146,1.182666667,146569.4118,21985.41176
Small millets,2002,Kharif     ,Arunachal Pradesh,21110,18811,2832.8,1998483.7,5277.5,0.942,24835.29412,3725.294118
Sugarcane,2002,Whole Year ,Arunachal Pradesh,798,15284,2832.8,75546.66,199.5,16.57,938.8235294,140.8235294
Turmeric,2002,Whole Year ,Arunachal Pradesh,514,2020,2832.8,48660.38,128.5,4.459090909,604.7058824,90.70588235
Wheat,2002,Rabi       ,Arunachal Pradesh,4114,6250,2832.8,389472.38,1028.5,1.481538462,4840,726
Dry chillies,2003,Whole Year ,Arunachal Pradesh,1657,2430,2782.2,164009.86,397.68,1.54,1949.411765,292.4117647
Ginger,2003,Whole Year ,Arunachal Pradesh,4680,37177,2782.2,463226.4,1123.2,6.168,5505.882353,825.8823529
Maize,2003,Kharif     ,Arunachal Pradesh,38605,54510,2782.2,3821122.9,9265.2,1.446666667,45417.64706,6812.647059
Oilseeds total,2003,Whole Year ,Arunachal Pradesh,28024,28478,2782.2,2773815.52,6725.76,0.991333333,32969.41176,4945.411765
Potato,2003,Whole Year ,Arunachal Pradesh,4022,29569,2782.2,398097.56,965.28,7.232666667,4731.764706,709.7647059
Rice,2003,Kharif     ,Arunachal Pradesh,119205,154589,2782.2,11798910.9,28609.2,1.201333333,140241.1765,21036.17647
Small millets,2003,Kharif     ,Arunachal Pradesh,22279,21326,2782.2,2205175.42,5346.96,0.973333333,26210.58824,3931.588235
Sugarcane,2003,Whole Year ,Arunachal Pradesh,738,15150,2782.2,73047.24,177.12,17.09888889,868.2352941,130.2352941
Turmeric,2003,Whole Year ,Arunachal Pradesh,447,1527,2782.2,44244.06,107.28,3.82125,525.8823529,78.88235294
Wheat,2003,Rabi       ,Arunachal Pradesh,4150,6320,2782.2,410767,996,1.511818182,4882.352941,732.3529412
Dry chillies,2004,Whole Year ,Arunachal Pradesh,2012,2640,2939.5,217980.08,422.52,1.81125,2367.058824,355.0588235
Ginger,2004,Whole Year ,Arunachal Pradesh,4451,32877,2939.5,482221.34,934.71,6.24375,5236.470588,785.4705882
Maize,2004,Kharif     ,Arunachal Pradesh,37800,54985,2939.5,4095252,7938,1.495,44470.58824,6670.588235
Oilseeds total,2004,Whole Year ,Arunachal Pradesh,27139,26281,2939.5,2940239.26,5699.19,1.044666667,31928.23529,4789.235294
Potato,2004,Whole Year ,Arunachal Pradesh,4217,27518,2939.5,456869.78,885.57,6.794666667,4961.176471,744.1764706
Rice,2004,Kharif     ,Arunachal Pradesh,121642,134950,2939.5,13178694.28,25544.82,1.080625,143108.2353,21466.23529
Small millets,2004,Kharif     ,Arunachal Pradesh,22400,21374,2939.5,2426816,4704,0.976875,26352.94118,3952.941176
Sugarcane,2004,Whole Year ,Arunachal Pradesh,736,14132,2939.5,79738.24,154.56,15.67090909,865.8823529,129.8823529
Turmeric,2004,Whole Year ,Arunachal Pradesh,505,1794,2939.5,54711.7,106.05,3.795555556,594.1176471,89.11764706
Wheat,2004,Rabi       ,Arunachal Pradesh,4278,6652,2939.5,463478.52,898.38,1.549230769,5032.941176,754.9411765
Dry chillies,2005,Whole Year ,Arunachal Pradesh,2168,2646,2767,259986.56,455.28,1.486666667,2550.588235,382.5882353
Ginger,2005,Whole Year ,Arunachal Pradesh,4814,33326,2767,577294.88,1010.94,5.896,5663.529412,849.5294118
Maize,2005,Kharif     ,Arunachal Pradesh,41853,57898,2767,5019011.76,8789.13,1.4125,49238.82353,7385.823529
Oilseeds total,2005,Whole Year ,Arunachal Pradesh,27566,23695,2767,3305714.72,5788.86,0.955333333,32430.58824,4864.588235
Potato,2005,Whole Year ,Arunachal Pradesh,3963,29838,2767,475242.96,832.23,7.205333333,4662.352941,699.3529412
Rice,2005,Kharif     ,Arunachal Pradesh,122267,146191,2767,14662258.64,25676.07,1.16125,143843.5294,21576.52941
Small millets,2005,Kharif     ,Arunachal Pradesh,22802,22376,2767,2734415.84,4788.42,0.998125,26825.88235,4023.882353
Sugarcane,2005,Whole Year ,Arunachal Pradesh,878,16181,2767,105289.76,184.38,17.00555556,1032.941176,154.9411765
Turmeric,2005,Whole Year ,Arunachal Pradesh,427,1631,2767,51205.84,89.67,4.232857143,502.3529412,75.35294118
Wheat,2005,Rabi       ,Arunachal Pradesh,3976,6140,2767,476801.92,834.96,1.589166667,4677.647059,701.6470588
Dry chillies,2006,Whole Year ,Arunachal Pradesh,1903,2729,1940,243032.13,418.66,1.566875,2238.823529,335.8235294
Ginger,2006,Whole Year ,Arunachal Pradesh,5832,42821,1940,744804.72,1283.04,5.573125,6861.176471,1029.176471
Maize,2006,Kharif     ,Arunachal Pradesh,46281,63524,1940,5910546.51,10181.82,1.439375,54448.23529,8167.235294
Oilseeds total,2006,Whole Year ,Arunachal Pradesh,32160,29265,1940,4107153.6,7075.2,0.959375,37835.29412,5675.294118
Potato,2006,Whole Year ,Arunachal Pradesh,3985,31689,1940,508924.35,876.7,7.649375,4688.235294,703.2352941
Rice,2006,Kharif     ,Arunachal Pradesh,123038,144635,1940,15713182.98,27068.36,1.151875,144750.5882,21712.58824
Small millets,2006,Kharif     ,Arunachal Pradesh,21708,21428,1940,2772328.68,4775.76,1.003125,25538.82353,3830.823529
Sugarcane,2006,Whole Year ,Arunachal Pradesh,1030,16843,1940,131541.3,226.6,16.362,1211.764706,181.7647059
Turmeric,2006,Whole Year ,Arunachal Pradesh,532,1965,1940,67941.72,117.04,4.425,625.8823529,93.88235294
Wheat,2006,Rabi       ,Arunachal Pradesh,3979,6301,1940,508158.09,875.38,1.668461538,4681.176471,702.1764706
Dry chillies,2007,Whole Year ,Arunachal Pradesh,2372,3634,3223.9,316424.8,379.52,2.26625,2790.588235,418.5882353
Ginger,2007,Whole Year ,Arunachal Pradesh,6305,47407,3223.9,841087,1008.8,5.950625,7417.647059,1112.647059
Maize,2007,Kharif     ,Arunachal Pradesh,42736,57430,3223.9,5700982.4,6837.76,1.4625,50277.64706,7541.647059
Oilseeds total,2007,Whole Year ,Arunachal Pradesh,30749,28568,3223.9,4101916.6,4919.84,0.9325,36175.29412,5426.294118
Potato,2007,Whole Year ,Arunachal Pradesh,3843,29173,3223.9,512656.2,614.88,6.91,4521.176471,678.1764706
Rice,2007,Kharif     ,Arunachal Pradesh,124029,158146,3223.9,16545468.6,19844.64,1.225625,145916.4706,21887.47059
Small millets,2007,Kharif     ,Arunachal Pradesh,22308,19425,3223.9,2975887.2,3569.28,0.865625,26244.70588,3936.705882
Sugarcane,2007,Whole Year ,Arunachal Pradesh,1233,21754,3223.9,164482.2,197.28,16.482,1450.588235,217.5882353
Turmeric,2007,Whole Year ,Arunachal Pradesh,549,2119,3223.9,73236.6,87.84,4.4425,645.8823529,96.88235294
Wheat,2007,Rabi       ,Arunachal Pradesh,3558,5294,3223.9,474637.2,569.28,1.579230769,4185.882353,627.8823529
Dry chillies,2008,Whole Year ,Arunachal Pradesh,2320,3960,2244.4,331852.8,208.8,1.874285714,2729.411765,409.4117647
Ginger,2008,Whole Year ,Arunachal Pradesh,6356,47190,2244.4,909162.24,572.04,6.07,7477.647059,1121.647059
Maize,2008,Kharif     ,Arunachal Pradesh,42897,58830,2244.4,6135986.88,3860.73,1.459375,50467.05882,7570.058824
Oilseeds total,2008,Whole Year ,Arunachal Pradesh,31785,31016,2244.4,4546526.4,2860.65,0.995,37394.11765,5609.117647
Potato,2008,Whole Year ,Arunachal Pradesh,4063,33405,2244.4,581171.52,365.67,7.076875,4780,717
Rice,2008,Kharif     ,Arunachal Pradesh,126799,164538,2244.4,18137328.96,11411.91,1.183125,149175.2941,22376.29412
Small millets,2008,Kharif     ,Arunachal Pradesh,22262,18922,2244.4,3184356.48,2003.58,0.865,26190.58824,3928.588235
Sugarcane,2008,Whole Year ,Arunachal Pradesh,1370,23439,2244.4,195964.8,123.3,15.32727273,1611.764706,241.7647059
Turmeric,2008,Whole Year ,Arunachal Pradesh,612,2375,2244.4,87540.48,55.08,3.945454545,720,108
Wheat,2008,Rabi       ,Arunachal Pradesh,3278,5169,2244.4,468885.12,295.02,1.57,3856.470588,578.4705882
Dry chillies,2009,Whole Year ,Arunachal Pradesh,2086,3499,1701.9,325040.52,354.62,2.042857143,2454.117647,368.1176471
Ginger,2009,Whole Year ,Arunachal Pradesh,6401,49663,1701.9,997403.82,1088.17,6.3375,7530.588235,1129.588235
Maize,2009,Kharif     ,Arunachal Pradesh,43630,60144,1701.9,6798426.6,7417.1,1.47875,51329.41176,7699.411765
